id,name,type,description,rarity,height,width,price
606,青金石矿石,ore,,blue,2,2,16360
607,深层红石矿石,ore;tech,,gold,4,2,517650
608,深层金矿石,ore,,blue,2,2,16360
609,深层绿宝石矿石,ore,,purple,2,2,59535
610,深层煤矿石,ore,,green,2,2,5897
611,深层青金石矿石,ore,,blue,2,2,16040
612,深层铁矿石,ore,,green,2,2,5500
613,深层铜矿石,ore,,green,2,2,5840
614,深层钻石矿石,ore,,purple,2,2,58968
615,铁矿石,ore,,green,2,2,5613
616,铜矿石,ore,,green,2,2,5950
617,下界金矿石,ore,,purple,2,2,91665
618,下界石英矿石,ore,,purple,2,2,56133
619,远古残骸,ore,,green,1,1,56700
620,紫水晶簇,ore,,green,1,1,17660
621,钻石矿石,ore,,purple,2,2,55570
622,冰,natural,,gray,2,2,1280
623,滴水石块,decoration;natural,,green,2,2,4326
624,方解石,natural,,gray,2,2,1212
625,绯红菌柄,natural,,gray,2,2,1260
626,绯红菌岩,natural,,gray,2,2,1188
627,浮冰,natural,,gray,2,2,1280
628,诡异菌柄,natural,,gray,2,2,1164
629,诡异菌岩,natural,,gray,2,2,1240
630,黑石,natural,,gray,2,2,1212
631,基岩,natural,,red,2,2,500000
632,菌光体,natural,,gray,2,2,1220
633,蓝冰,natural,,gray,2,2,1200
634,裂纹下界砖块,decoration;natural,,purple,2,2,44520
635,灵魂土,natural,,gray,2,2,1240
636,磨制玄武岩,natural,,gray,2,2,1164
637,泥巴,natural,,gray,2,2,1280
638,凝灰岩,natural,,gray,2,2,1272
639,平滑玄武岩,natural,,gray,2,2,1212
640,强化深板岩,decoration;natural,,green,2,2,4032
641,珊瑚块,natural;decoration,,green,2,2,4330
642,失活的珊瑚块,natural;decoration,,green,2,2,4242
643,镶金黑石,natural,,green,2,2,12960
644,玄武岩,natural,,gray,2,2,1188
645,幽匿块,decoration;magic;natural,,purple,2,2,189145
646,原木,natural,,gray,2,2,1310
647,雕刻过的南瓜,food,,gray,1,1,570
648,甘蔗,food,,gray,1,1,920
649,胡萝卜,food,,gray,1,1,640
650,火把花种子,natural;decoration;food,,gray,1,1,640
651,可可豆,food,,gray,1,1,590
652,可可果,food,,gray,1,1,590
653,马铃薯,food,,gray,1,1,636
654,南瓜,food,,gray,1,1,610
655,南瓜种子,food,,gray,1,1,600
656,瓶子草荚果,natural;food,,gray,1,1,620
657,甜菜根,food;natural,,gray,1,1,610
658,甜菜种子,food,,gray,1,1,600
659,西瓜,food,,gray,1,1,630
660,西瓜种子,food,,gray,1,1,620
661,下界疣,food,,blue,1,1,5820
662,小麦,food,,gray,1,1,570
663,小麦种子,food,,gray,1,1,618
664,竹子,natural;food,,gray,1,1,810
665,紫颂花,natural;food,,gray,1,1,618
666,紫颂植株,food,,gray,1,1,590
667,粉红凋灵,mob;magic,,red,4,4,1340640
668,红石虫,mob,,purple,2,2,58968
669,马,mob,,blue,2,3,21031
670,设德兰矮种马,mob,,blue,2,3,20039
671,钻石鸡,mob,,purple,2,2,59535
672,月球牛,mob,,blue,2,3,19642
673,豹猫,mob,,blue,2,2,15552
674,蝙蝠,mob,,blue,2,2,15552
675,炽足兽,mob,,blue,2,2,15552
676,村民,mob,,blue,2,2,16524
677,发光鱿鱼,mob,,blue,2,2,16362
678,鲑鱼,mob,,blue,2,2,16686
679,海龟,mob,,blue,2,2,17172
680,狐狸,mob,,blue,2,2,17172
681,鸡,mob,,blue,2,2,17172
682,僵尸马,mob,,blue,2,3,19047
683,蝌蚪,mob,,blue,2,2,15552
684,骷髅马,mob,,blue,2,3,19642
685,快乐恶魂,mob,,blue,4,4,34344
686,流浪商人,mob,,blue,2,2,16524
687,驴,mob,,blue,2,2,16362
688,骡,mob,,blue,2,2,15228
689,骆驼,mob,,blue,2,3,18849
690,猫,mob,,blue,2,2,17172
691,美西螈,mob,,blue,2,2,16038
692,绵羊,mob,,blue,2,3,20238
693,哞菇,mob,,blue,2,2,15714
694,牛,mob,,blue,2,3,21031
695,青蛙,mob,,blue,2,2,15876
696,犰狳,mob,,blue,2,2,15390
697,兔子,mob,,blue,2,2,16686
698,嗅探兽,mob,,blue,2,2,16686
699,鳕鱼,mob,,green,2,2,6010
700,鹦鹉,mob,,blue,2,2,15714
701,鱿鱼,mob,,blue,2,2,15876
702,悦灵,mob,,blue,2,2,16848
703,猪,mob,,blue,2,3,20833
704,书,book,,gray,1,1,2426
705,燧石,decoration,,green,2,2,3990
706,糖,food,,gray,1,1,642
707,铁锭,ore,,green,1,1,3200
708,铁粒,ore,,green,1,1,2807
709,兔子皮,decoration,,green,2,2,4368
710,碗,decoration,,green,2,2,4326
711,下界石英,ore,,purple,1,1,27783
712,下界之星,magic,,gold,2,3,665000
713,线,decoration,,green,2,2,4452
714,雪球,decoration,,green,2,2,4158
715,烟花火箭,equipment;natural,,green,2,2,5727
716,烟火之星,decoration,,green,2,2,4074
717,鹦鹉螺壳,decoration,,green,2,2,4284
718,荧石粉,decoration,,gray,1,1,1995
719,羽毛,decoration,,gray,1,1,2079
720,纸,decoration,,gray,2,2,1188
721,钻石,ore,,purple,1,1,30051
722,凋灵骷髅,mob;magic,,red,4,4,1409040
723,蠹虫,mob,,blue,2,2,16362
724,恶魂,mob,,blue,4,4,34344
725,嘎枝,mob,,blue,2,2,15228
726,幻翼,mob,,blue,2,2,17010
727,唤魔者,mob;magic,,gold,3,3,588846
728,鸡骑士,mob,,purple,2,2,58401
729,监守者,mob,,gold,4,4,366660
730,僵尸,mob,,blue,2,2,15714
731,僵尸村民,mob,,blue,2,2,17010
732,僵尸疣猪兽,mob,,blue,2,3,19444
733,焦骸,mob,,blue,2,2,17172
734,劫掠兽,mob,,blue,4,4,32400
735,骷髅,mob,,blue,2,2,16200
736,骷髅骑手,mob;book,,blue,2,2,17010
737,苦力怕,mob,,blue,2,2,16200
738,烈焰人,mob;magic,,gold,4,2,571002
739,流浪者,mob,,blue,2,2,15390
740,掠夺者,mob,,blue,2,2,17172
741,末影螨,mob;magic,,gold,4,3,460726
742,恼鬼,mob,,blue,2,2,17172
743,溺尸,mob,,blue,2,2,16200
744,女巫,mob,,blue,2,2,17172
745,潜影贝,mob,,blue,2,2,15714
746,闪电苦力怕,mob,,blue,2,2,16686
747,尸壳,mob,,blue,2,2,16524
748,史莱姆,mob,,blue,2,2,15714
749,守卫者,mob,,blue,2,2,15552
750,卫道士,mob,,blue,2,2,16848
751,旋风人,mob,,blue,2,2,17172
752,岩浆怪,mob,,blue,2,2,15714
753,疣猪兽,mob,,blue,2,3,18849
754,远古守卫者,mob,,blue,2,2,15390
755,沼骸,mob,,blue,2,2,15228
756,蜘蛛骑士,mob,,purple,2,3,71526
757,猪灵蛮兵,mob,,blue,2,3,20039
758,被激活的TNT,tech,,blue,2,2,17922
759,凋灵之首,magic;mob,,red,4,3,1529470
760,经验球,decoration,,green,2,2,3990
761,末影龙火球,magic,,red,2,5,1483586
762,闪电束,decoration,,green,2,2,4410
763,拴绳结,tool,,green,2,2,4935
764,雕纹书架,book;decoration,,green,1,1,2426
765,红砖块,decoration,,green,2,2,4158
766,染色陶瓦,decoration,,green,2,2,4074
767,书架,book;decoration,,green,1,1,2218
768,台阶,decoration,,gray,1,1,2226
769,苔石,decoration,,green,2,2,4158
770,雪块,decoration,,green,2,2,4368
771,岩浆块,decoration,,green,2,2,4200
772,羊毛,decoration,,green,2,2,4200
773,荧石,decoration,,green,2,2,4326
774,圆石,decoration,,gray,2,2,1248
775,紫珀块,decoration,,green,2,2,4032
776,紫珀柱,decoration,,gray,2,1,2821
777,幻术师,mob,,blue,2,2,15552
778,巨人,mob,,blue,4,4,32724
779,杀手兔,mob;book,,blue,2,2,16038
780,山羊,mob,,blue,2,3,21031
781,铁傀儡,mob,,blue,2,2,15552
782,铜傀儡,mob,,blue,2,2,15714
783,雪傀儡,mob,,blue,2,2,16686
784,刷怪笼矿车,mob,,blue,2,3,93000
785,北极熊,mob,,blue,2,3,19444
786,洞穴蜘蛛,mob,,blue,2,3,18849
787,海豚,mob,,blue,2,3,19841
788,僵尸鹦鹉螺,mob,,blue,2,2,15714
789,僵尸猪灵,mob,,blue,2,3,20238
790,狼,mob,,blue,2,2,15876
791,蜜蜂,mob,,blue,2,2,15714
792,末影人,mob;magic,,gold,3,2,658350
793,行商羊驼,mob,,blue,2,3,21031
794,熊猫,mob,,blue,2,3,20635
795,羊驼,mob,,blue,2,3,20436
796,鹦鹉螺,mob,,blue,2,2,15228
797,蜘蛛,mob,,blue,2,3,21031
798,猪灵,mob,,blue,2,3,19642
799,凋灵,mob;magic,,red,4,4,1326960
800,末影龙,mob;magic,,red,5,5,1812600
801,丛林神庙,multiblock;decoration,,purple,4,4,163170
802,海底神殿,multiblock;decoration,,purple,5,5,205905
803,林地府邸,multiblock;decoration,,purple,5,5,202020
804,末地传送门,multiblock;decoration;magic,,red,4,5,1529470
805,沙漠神殿,multiblock;decoration,,purple,5,5,198135
806,下界传送门,multiblock;decoration;magic,,red,4,5,1560060
807,下界要塞,multiblock;decoration,,gold,5,5,660450
808,雪屋,multiblock;decoration,,purple,4,4,152292
809,沼泽小屋,multiblock;decoration,,purple,4,4,161616
810,潮涌核心结构,multiblock;magic,,red,4,5,1544765
811,大角山羊,mob,,blue,2,3,20039
812,谜题羊,mob,,blue,2,3,20039
813,企鹅,mob,,blue,2,2,16200
814,松鼠,mob,,blue,2,2,16362
815,乌鸦,mob,,blue,2,2,15552
816,小鸟,mob,,blue,2,2,16524
817,小兔子,mob,,blue,2,2,16362
818,野鹿,mob,,blue,2,3,19642
819,野猪,mob,,blue,2,3,18849
820,炽热的血液,magic,,purple,2,2,84588
821,炽热之泪,magic,,purple,2,2,79002
822,炽铁锭,ore,,purple,1,1,26649
823,处理过的皮革,loot,,blue,1,1,10908
824,锻铁锭,ore,,green,1,1,2892
825,钢叶,decoration,,green,2,2,11760
826,皇帝布帛,decoration,,green,2,2,4410
827,活根,natural,,gray,2,2,1188
828,火炬浆果,decoration,,green,2,2,4326
829,极地毛皮,loot,,blue,2,2,20736
830,金矿莓,ore;food,,green,1,1,8100
831,立方护符,decoration,,green,2,2,4368
832,绿宝石矿莓,ore;food;decoration,,purple,1,1,26649
833,迷宫地图核心,tool;magic,,gold,3,3,576950
834,迷宫黏液球,magic,,purple,2,2,76608
835,魔法地图核心,tool;magic,,gold,2,4,559106
836,娜迦鳞片,loot;magic,,red,4,3,1395360
837,骑士金属锭,ore,,blue,1,1,8424
838,骑士金属环,ore,,blue,3,2,54999
839,鞣剂,decoration,,green,2,2,4452
840,鞣制皮革,loot,,blue,1,1,11124
841,三化螟精华,decoration,,green,2,2,4200
842,砷铅铁矿石,ore;decoration,,green,2,2,7938
843,生铁树原料,ore,,blue,1,1,16038
844,铁矿莓,ore;food,,green,1,1,2778
845,铁树锭,ore,,blue,1,1,7857
846,铜矿莓,ore;food,,green,1,1,2807
847,王冠碎片,ore;equipment;loot,,gold,2,3,293204
848,乌鸦羽毛,loot,,blue,1,1,10908
849,雪怪首领毛皮,loot,,blue,2,2,76356
850,装甲碎片,ore;loot,,purple,1,1,190890
851,装甲碎片堆,ore;loot,,purple,1,1,179190
852,冰精灵,mob,,blue,2,2,16524
853,冰雪守卫,mob,,blue,2,2,16524
854,洞穴巨魔,mob;magic,,gold,3,4,571002
855,恶狼,mob,,blue,2,2,17010
856,高塔螟,mob,,blue,2,2,15876
857,高塔幽灵,mob,,blue,2,2,17010
858,哥布林骑士,mob,,purple,2,2,58968
859,狗头人,mob,,blue,2,2,16038
860,国王蜘蛛,mob,,blue,2,3,19246
861,寒冬狼,mob,,blue,2,2,16848
862,红帽地精,mob,,blue,2,2,17010
863,红帽哥布林,mob,,blue,2,2,16200
864,集群蜘蛛,mob,,blue,2,3,20039
865,寄居蟹,mob,,blue,2,2,16686
866,寄生虫,mob,,blue,2,2,16200
867,夹虫,mob,,blue,2,2,15228
868,巨人矿工,mob,,blue,4,4,134980
869,骷髅德鲁伊,mob,,blue,2,2,16686
870,链锤哥布林,mob,,blue,3,2,21031
871,迷宫史莱姆,mob;magic,,gold,2,4,588846
872,迷你幽灵,mob,,blue,2,2,15876
873,迷雾狼,mob,,blue,2,2,16686
874,米诺陶,mob,,blue,2,2,15390
875,喷火甲虫,mob,,blue,2,2,16362
876,破碎冰精灵,mob,,blue,2,2,16686
877,砷铅铁傀儡,mob,,blue,2,2,15390
878,树篱蜘蛛,mob,,blue,2,3,21031
879,死灵书,mob;book,,blue,2,2,17172
880,蚊群,mob,,blue,2,2,17172
881,武装巨人,mob,,blue,4,4,138989
882,雪怪,mob,,blue,2,2,16362
883,幽灵,mob,,blue,2,2,15714
884,粘液甲虫,mob,,blue,2,2,16362
885,保管符咒 I,tool;magic,,gold,3,4,535711
886,保管符咒 II,tool;magic,,gold,3,2,588846
887,保管符咒 III,tool;magic,,gold,4,2,559106
888,炽铁镐,tool;magic,,red,3,2,862857
889,大型药水瓶,tool;magic,,purple,2,2,185576
890,钢叶铲,tool;magic,,gold,3,1,228059
891,钢叶锄,tool;magic,,gold,4,1,618586
892,钢叶斧,tool;magic,,gold,3,2,309493
893,钢叶镐,tool;magic,,gold,3,2,332298
894,巨人镐,tool;magic,,purple,3,2,342071
895,空白迷宫_矿石地图,ore;tool;decoration;magic,,gold,3,5,684950
896,空白迷宫地图,tool;magic,,purple,2,2,174869
897,空白魔法地图,tool;magic,,purple,2,2,189525
898,孔雀羽扇,tool;magic,,purple,2,2,209475
899,矿石磁铁,ore;tool;decoration;magic,,gold,3,4,582898
900,矿石感应仪,ore;tool;decoration;magic,,gold,2,3,437689
901,链锤,tool;magic,,purple,3,2,103599
902,迷宫_矿石地图,ore;tool;decoration;magic,,gold,5,4,600742
903,迷宫地图,tool;magic,,purple,2,2,171301
904,迷宫破坏者,tool;magic,,purple,2,2,402990
905,魔豆,tool;magic,,purple,2,2,131307
906,魔法地图,tool;magic,,purple,2,2,119625
907,骑士盾,tool;equipment;magic,,red,3,2,787462
908,生命符咒 I,tool;magic,,gold,4,3,530560
909,生命符咒 II,tool;magic,,gold,2,5,521360
910,尸化精华,tool;magic,,purple,2,2,119866
911,塔钥匙,tool;loot;magic,,red,3,4,1812600
912,铁树铲,tool;magic,,gold,3,1,237274
913,铁树锄,tool;magic,,gold,4,1,565054
914,铁树斧,tool;magic,,gold,3,2,322524
915,铁树镐,tool;magic,,gold,3,2,345329
916,兔子的怀表,tool;magic,,purple,2,2,191520
917,瓦解之号角,tool;magic,,purple,2,2,180223
918,湮灭立方,tool;magic,,gold,2,2,479155
919,易碎药水瓶,tool;magic,,purple,2,2,174869
920,余烬之灯,tool;decoration;magic,,gold,4,5,565054
921,月光蠕虫女王,tool;magic,,purple,2,2,132689
922,月相罗盘,tool;magic,,purple,2,2,182007
923,转换粉,ore;tool;magic,,gold,5,2,618586
924,被包裹的烟雾,magic,,purple,2,2,79002
925,变化树心脏,magic,,purple,2,2,82992
926,恶魂陷阱,magic,,purple,2,2,80598
927,反建方块,decoration;magic,,purple,2,2,128698
928,反建器,magic,,purple,2,2,75810
929,肥沃泥土,decoration;magic,,blue,2,2,21888
930,分类树引擎,magic,,purple,2,2,78204
931,粉红色城堡门,decoration;magic,,purple,3,2,96757
932,高塔建设者,magic,,purple,2,2,82992
933,黄色城堡门,decoration;magic,,purple,3,2,101644
934,火焰喷射,magic,,purple,2,2,81396
935,火焰喷射方块,decoration;magic,,purple,2,2,142364
936,矿石树核心,ore;decoration;magic,,gold,5,3,665000
937,蓝色城堡门,decoration;magic,,purple,3,2,100667
938,晾干架,decoration;magic,,purple,2,2,126175
939,砷铅铁反应堆,magic,,gold,4,5,582898
940,时光树时钟,magic,,purple,2,2,79002
941,消失的城堡门,decoration;magic,,purple,3,2,100667
942,烟雾方块,decoration;magic,,purple,2,2,148351
943,要塞护盾,equipment;magic,,gold,3,2,332298
944,紫色城堡门,decoration;magic,,purple,3,2,93825
945,拆解台,decoration,,green,2,2,4116
946,遗物匣,decoration;loot;magic,,red,4,5,1544765
947,战利品宝座,decoration;loot,,gold,2,2,314808
948,变化木板,decoration;natural,,gray,1,1,1236
949,变化树树叶,decoration;natural,,gray,2,2,1164
950,彩虹橡树叶,decoration;natural,,gray,2,2,1200
951,苍穹木板,decoration;natural,,gray,1,1,1128
952,苍穹木窗户,decoration,,green,3,2,4887
953,苍穹木书架,book;decoration,,green,1,1,2195
954,苍穹树叶,decoration;natural,,gray,2,2,1164
955,炽热金属块,decoration;magic,,gold,4,3,494503
956,虫蛀塔木,decoration,,green,2,2,4116
957,翠绿荆棘,decoration;natural,,green,2,2,4326
958,地下砖,decoration,,green,2,2,4242
959,雕纹苍穹木书架,book;decoration,,green,1,1,2402
960,对角陶瓦,decoration,,green,2,2,3990
961,分类木板,decoration;natural,,gray,1,1,1128
962,分类树树叶,decoration;natural,,gray,2,2,1212
963,粉红色城堡符文砖,decoration,,green,2,2,4242
964,风化的娜迦石柱,decoration;magic,,gold,5,3,638400
965,风化的蚀刻娜迦石,decoration;magic,,gold,3,5,645050
966,风化死岩,decoration,,green,2,2,4200
967,钢叶块,decoration,,green,2,2,11640
968,根茎,decoration;natural,,green,2,2,4032
969,黑木木板,decoration;natural,,gray,1,1,1176
970,黑树树叶,decoration;natural,,gray,2,2,1200
971,红木板,decoration;natural,,gray,1,1,1152
972,黄色城堡符文砖,decoration,,green,2,2,4452
973,极地毛皮块,decoration;loot,,purple,2,2,71820
974,极光玻璃,decoration,,gray,2,2,11760
975,极光方块,decoration,,green,2,2,11280
976,极光柱,decoration,,green,2,1,8825
977,荆棘,decoration;natural,,green,2,2,4326
978,荆棘玫瑰,decoration;natural,,green,2,2,4158
979,荆棘叶,decoration;natural,,green,2,2,3990
980,巨魔岩石,decoration;magic,,purple,2,2,143746
981,矿石木板,ore;decoration;natural,,green,1,1,2863
982,矿石树树叶,ore;decoration;natural,,green,1,1,2693
983,栏杆,decoration,,green,2,2,4410
984,蓝色城堡符文砖,decoration,,green,2,2,4410
985,裂纹死岩,decoration,,green,2,2,4368
986,螺纹石,decoration,,green,2,2,4116
987,螺纹石柱,decoration,,gray,2,1,2851
988,螺旋石砖,decoration,,green,2,2,4032
989,迷宫黏液块,decoration;magic,,purple,2,2,113983
990,暮色橡木板,decoration;natural;magic,,purple,1,1,37905
991,暮色橡木木材,decoration;natural;magic,,purple,2,2,167580
992,暮色橡木树叶,decoration;natural;magic,,purple,2,2,82194
993,娜迦石,decoration;magic,,gold,5,4,576950
994,娜迦石头部,decoration;magic,,gold,4,4,588846
995,娜迦石柱,decoration;magic,,gold,2,3,437689
996,娜迦苔石柱,decoration;magic,,gold,3,2,416377
997,抛光地下砖,decoration,,gray,2,2,3948
998,破裂塔木,decoration,,green,2,2,4452
999,破碎遗迹石砖,decoration,,green,2,2,4200
1000,青苔地下砖,decoration,,green,2,2,4326
1001,青苔塔木,decoration,,green,2,2,4452
1002,去皮暮色橡木木材,decoration;natural;magic,,purple,2,2,185576
1003,去皮暮色橡木原木,decoration;natural;magic,,purple,2,2,187530
1004,圈状陶瓦,decoration,,green,2,2,4326
1005,烧焦荆棘,decoration;natural,,green,2,2,4032
1006,砷铅铁块,decoration,,green,2,2,4032
1007,时光木板,decoration;natural,,gray,1,1,1128
1008,时光树树叶,decoration;natural,,gray,2,2,1212
1009,蚀刻娜迦石,decoration;magic,,gold,5,5,638400
1010,蚀刻娜迦苔石,decoration;magic,,gold,4,4,594794
1011,树篱,decoration,,gray,2,2,3948
1012,死岩,decoration,,green,2,2,4074
1013,碎裂地下砖,decoration,,green,2,2,4284
1014,塔树板箱,decoration,,green,2,2,4242
1015,塔树木板,decoration;natural,,gray,1,1,1152
1016,铁树块,decoration,,blue,2,2,12120
1017,遗迹石方块,decoration,,green,2,2,4326
1018,遗迹石头,decoration,,gray,2,2,1164
1019,遗迹石沿,decoration,,green,2,2,3990
1020,遗迹石砖,decoration,,green,2,2,4158
1021,遗迹苔石砖,decoration,,green,2,2,4326
1022,錾制遗迹石头,decoration,,gray,2,2,1236
1023,装饰遗迹石砖,decoration,,green,2,2,4074
1024,紫色城堡符文砖,decoration,,green,2,2,4116
1025,变化树原木,decoration;natural,,green,2,2,4284
1026,苍穹木,decoration,,green,2,2,4452
1027,分类树原木,decoration;natural,,green,2,2,4452
1028,黑木,decoration,,green,2,2,4410
1029,红木,decoration,,green,2,2,3990
1030,矿石树原木,ore;decoration;natural,,green,1,1,2835
1031,时光树原木,decoration;natural,,green,2,2,4452
1032,旅行者日记,book,,gray,1,1,2287
1033,浆果拼盘,food,,gray,1,1,1236
1034,九头蛇肉排,food;magic,,red,2,3,1232112
1035,鹿肉排,food,,gray,1,1,1140
1036,鹿仙贝,food,,gray,1,1,1236
1037,迷宫薄饼,food;magic,,purple,1,1,41895
1038,黏胶迷宫史莱姆液滴,food;magic,,purple,1,1,39102
1039,黏胶史莱姆液滴,food,,gray,1,1,1152
1040,牛头人肉排,food,,gray,1,1,1248
1041,牛头人沙拉酱肉,food,,gray,1,1,1272
1042,肉干,food,,gray,1,1,1128
1043,生鹿肉,food,,gray,1,1,1236
1044,生牛头人肉,food,,gray,1,1,1188
1045,试验物品 115,food,,gray,1,1,1140
1046,苔藓汤,food;natural,,gray,1,1,1140
1047,下界莓_2,food,,green,1,1,4410
1048,下界莓_3,food,,green,1,1,4452
1049,下界莓_4,food,,green,1,1,3948
1050,下界莓,food,,green,1,1,2163
1051,主世界莓_2,food,,gray,1,1,4074
1052,主世界莓_3,food,,gray,1,1,4116
1053,主世界莓_4,food,,gray,1,1,4158
1054,主世界莓,food,,gray,1,1,1995
1055,变化树树苗,natural,,gray,2,1,840
1056,彩虹树树苗,natural,,gray,2,1,806
1057,苍穹树树苗,natural,,gray,2,1,874
1058,分类树树苗,natural,,gray,2,1,874
1059,高大暮色橡树树苗,natural;magic,,purple,2,1,57556
1060,黑树树苗,natural,,gray,2,1,865
1061,红树树苗,natural,,gray,2,1,891
1062,矿石树树苗,ore;decoration;natural,,green,2,1,3889
1063,暮色橡树树苗,natural;magic,,purple,2,1,58684
1064,时光树树苗,natural,,gray,2,1,874
1065,探险家笔记,book,,gray,1,1,2287
1066,城堡守卫,mob,,blue,2,2,16686
1067,信徒,mob,,blue,2,2,15228
1068,先兆立方,mob,,blue,2,2,15876
1069,冰霜炸弹,equipment;magic,,gold,5,5,638400
1070,玻璃剑,equipment;decoration;magic,,gold,3,1,228059
1071,不新鲜的面包,equipment;food;magic,,gold,3,5,499654
1072,炽铁剑,equipment;magic,,red,3,1,586438
1073,钢叶剑,equipment;magic,,gold,3,1,225756
1074,寒冰弓,equipment;magic,,gold,3,2,306235
1075,寒冰剑,equipment;magic,,gold,3,1,239577
1076,护盾权杖,equipment;magic,,gold,3,2,309493
1077,黄昏权杖,equipment;magic,,gold,3,2,332298
1078,僵尸权杖,equipment;magic,,gold,3,2,332298
1079,金米诺陶战斧,tool;equipment;magic,,red,3,2,787462
1080,巨人剑,equipment;magic,,gold,3,1,232666
1081,末影弓,equipment;magic,,gold,3,2,319266
1082,骑士斧,tool;equipment;magic,,red,3,2,846103
1083,骑士镐,tool;equipment;magic,,red,3,2,795839
1084,骑士剑,equipment;magic,,gold,3,1,239577
1085,三发弓,equipment;magic,,gold,3,2,325782
1086,铁树剑,equipment;magic,,gold,3,1,234970
1087,吸血权杖,equipment;magic,,gold,3,2,345329
1088,追踪弓,equipment;magic,,gold,3,2,316009
1089,钻石米诺陶战斧,tool;equipment;decoration;magic,,red,3,2,837725
1090,忠诚的僵尸,mob,,blue,2,2,15390
1091,冰雪女王战利品,loot;magic,,red,2,4,1243959
1092,幻影骑士战利品,loot;magic,,red,3,2,1172876
1093,九头蛇战利品,loot;magic,,red,4,2,1184723
1094,谜题羊战利品,loot;magic,,red,3,5,1271578
1095,米诺菇战利品,loot;magic,,red,5,3,1422720
1096,暮色恶魂战利品,loot;magic,,red,3,4,1161028
1097,娜迦战利品,loot;magic,,red,4,4,1422720
1098,巫妖战利品,loot;magic,,red,3,5,1483586
1099,雪怪首领战利品,loot;magic,,red,5,2,1468292
1100,根须,natural,,gray,2,2,1140
1101,鬼臼果,natural,,gray,2,2,1272
1102,火炬浆果植物,natural,,gray,2,2,1188
1103,巨魔莓,food;natural;magic,,blue,1,1,10716
1104,巨魔藤蔓,natural;magic,,purple,2,2,76608
1105,巨型荷花,natural,,gray,2,2,1224
1106,巨型睡莲,natural,,gray,2,2,1188
1107,枯死的灌木,natural,,gray,2,2,1272
1108,矿莓丛,ore;food;natural,,gray,1,1,2693
1109,林地草,natural,,gray,2,2,1152
1110,落叶,natural,,gray,2,2,1200
1111,没熟的巨魔莓,food;natural;magic,,blue,1,1,11400
1112,暮色森林蕨类,natural;magic,,purple,2,2,79002
1113,暮色森林苔藓,natural;magic,,purple,2,2,81396
1114,三叶草,natural,,gray,2,2,1188
1115,下界莓丛,food;natural,,green,1,1,4368
1116,荧光蘑菇,natural,,gray,2,2,1188
1117,主世界莓丛,food;natural,,gray,1,1,4032
1118,炽铁护腿,equipment,,gold,3,2,245365
1119,炽铁头盔,equipment,,gold,2,3,217588
1120,炽铁胸甲,equipment,,gold,3,3,300510
1121,炽铁靴子,equipment,,gold,2,3,217588
1122,钢叶护腿,equipment,,purple,3,2,72915
1123,钢叶头盔,equipment,,purple,2,3,73610
1124,钢叶胸甲,equipment,,purple,3,3,89303
1125,钢叶靴,equipment,,purple,2,3,72221
1126,幻影头盔,equipment;magic,,gold,2,3,332298
1127,幻影胸甲,equipment;magic,,gold,3,3,402990
1128,极地风帽,equipment,,green,2,3,6528
1129,极地护腿,equipment,,green,3,2,7153
1130,极地皮衣,equipment,,green,3,3,7995
1131,极地靴子,equipment,,green,2,3,7222
1132,旅行者护目镜,equipment,,green,3,2,7222
1133,旅行者马甲,equipment,,green,3,3,8930
1134,旅行者手套,book;equipment,,blue,2,2,15228
1135,旅行者靴子,equipment,,green,2,3,7153
1136,旅行者腰带,equipment,,green,3,2,6528
1137,旅行者之翼,equipment,,green,2,2,5443
1138,娜迦护腿,equipment;magic,,red,3,2,862857
1139,娜迦胸甲,equipment;magic,,red,3,3,1056780
1140,骑士护腿,equipment,,purple,3,2,68054
1141,骑士头盔,equipment,,purple,2,3,68749
1142,骑士胸甲,equipment,,purple,3,3,83349
1143,骑士靴,equipment,,purple,2,3,67360
1144,神秘王冠,equipment,,green,2,3,6597
1145,铁树护腿,equipment,,purple,3,2,66665
1146,铁树头盔,equipment,,purple,2,3,67360
1147,铁树胸甲,equipment,,purple,3,3,81648
1148,铁树靴,equipment,,purple,2,3,65971
1149,雪怪护腿,equipment,,green,3,2,6597
1150,雪怪角盔,equipment,,green,2,3,7014
1151,雪怪皮衣,equipment,,green,3,3,8420
1152,雪怪靴子,equipment,,green,2,3,6667
1153,玻璃罐,decoration,,gray,2,2,1200
1154,苍穹木窗户板,decoration,,green,3,2,4938
1155,蝉,decoration,,green,2,2,3990
1156,蝉罐子,decoration,,gray,2,1,2910
1157,凋零骷髅头颅饰台,decoration,,green,2,2,4200
1158,锻铁栅栏,decoration,,green,2,1,3000
1159,红线,decoration,,green,2,2,4284
1160,加冕仪式地毯,decoration,,gray,1,1,2226
1161,僵尸头颅饰台,decoration,,green,2,2,4368
1162,空心原木,decoration;natural,,green,2,2,4326
1163,骷髅头颅饰台,decoration,,gray,2,2,3948
1164,苦力怕头颅饰台,decoration,,gray,2,2,3948
1165,铁梯子,decoration,,green,2,1,3148
1166,头颅箱子,decoration,,green,2,2,3948
1167,玩家头颅饰台,decoration,,green,2,2,4032
1168,萤火虫,decoration,,green,2,2,4452
1169,萤火虫罐子,decoration,,gray,2,1,2851
1170,萤火粒子罐,decoration,,green,2,2,4074
1171,月光蠕虫,decoration;magic,,purple,2,2,152987
